content,theme,sentiment,anls
没有想向的好，货物的配送点几分钟的路程离我，但物流绕了十*笫三天早上才收到。,NULL;,好;,1;
很满意，冰箱只选海尔！好评！,NULL;冰箱;,满意;好评;,1;1;
"挺好的，很好用，自己买还是买新款note6,不错",NULL;NULL;NULL;,挺好;很好;不错;,1;1;1;
外观比较漂亮，不过按键有时候不管用，一次失败的网购,外观;NULL;NULL;,漂亮;不管用;失败;,1;-1;-1;
不知道为什么机器那么脏？不是新机吗？,NULL;,脏;,-1;
气味散发慢，根本没感觉,散发;,慢;,-1;
球拍感觉还可以！但所谓配套的东西就真的一般般了，本来想退的，但怕麻烦就凑着用吧！同事都说不值这价钱！,感觉;东西;NULL;,还可以;一般般;不值;,1;0;-1;
好看是好看，就是质量太差了。。。。。。,质量;,太差;,-1;
一直用蜂花檀香皂，用腻了，换换口味，洗澡还算舒服,NULL;,舒服;,1;
宝贝收到了！装上刚刚好，用了几天才来评价的，刮雨水的时候声音有点大！别的都还好！,NULL;NULL;,好;还好;,1;1;
是真品，送货快，东西好，值得购买,NULL;送货;东西;NULL;,真品;快;好;值得;,1;1;1;1;
太卡了，怎么那么卡，小米手机真的越来越不行了，早知道听朋友的看看魅族了。。。,NULL;NULL;手机;,太卡;卡;不行了;,-1;-1;0;
不知道真假，到我手上的时候就像在土堆里滚过一样，脏兮兮的，防伪标签好像有点假。,NULL;NULL;,脏兮兮;假;,-1;-1;
还可以吧。就是时间久了就变型了,NULL;时间;NULL;,还可以;久;变型;,1;0;-1;
泡沫丰富，很省时，就是冲掉了还是滑滑的感觉有点没洗干净,泡沫;NULL;NULL;,丰富;省时;滑滑的;,1;1;1;
物流还算可以，只是收到货后，有一个有点毛病，断断续续地，不怎么亮，其他都还可以。亮度够，只是有点麻烦，要自己骑车的时候自己按开关，不是感性转动的。遗憾,物流;NULL;NULL;NULL;,可以;还可以;麻烦;遗憾;,1;1;-1;-1;
味道一般,味道;,一般;,0;
还可以，音量有些太小。,NULL;,还可以;,1;
东西一般，要知道他们家电配送服务有多垃圾，你就买，抱你上当，因为它们根本不知道什么叫信誉，,东西;NULL;,一般;垃圾;,0;-1;
不好不好不好,,,
老人机，，，实惠,NULL;,实惠;,1;
太一般了，不要贪小便宜了，下次还是要看质量，一直扔在那里不用了，不喜欢不喜欢,NULL;NULL;NULL;,一般;不喜欢;不喜欢;,0;-1;-1;
一样买的 其他地方三天京东一周 无语,NULL;,无语;,-1;
螺纹的开口很方便，质感很好,NULL;质感;,方便;很好;,1;1;
用了几天才来评价的，手机用着流畅，屏幕清晰，照相功能也很棒，反应快，礼品送的也不少，林志玲服务，给5分。,用着;屏幕;NULL;反应;NULL;,流畅;清晰;很棒;快;不少;,1;1;1;1;1;
用了一个月就坏了，太浪费了,NULL;NULL;,坏;浪费;,-1;-1;
不是压边的 我还是喜欢用压边的,NULL;,喜欢;,1;
淡淡的菠萝味道 不油腻,NULL;,淡淡的;,1;
香味有些刺鼻 ，包装太简单，薄薄的纸壳送给妈妈说是世界名牌她都不信。好吧 希望以后仿冒的连包装盒也认真一点。,香味;包装;NULL;NULL;NULL;,刺鼻;简单;好;仿冒;认真;,-1;1;1;-1;1;
超级恶心的一次购物经历，空调先不说，售后安装服务实在太差了，安装工服务态度超差劲，还是随便投诉，京东客服发的安装收费标准上写的打孔第一个免费，第二个收费***，但安装工要每个***，最后打了两个只能付了***,NULL;服务;服务态度;收费;NULL;,恶心;太差;随便;标准;免费;,-1;-1;-1;0;1;
实物不符,实物;,不符;,-1;
不是一般的差，金牌会员第一次差评。,NULL;NULL;NULL;,不是一般;差;差评;,0;-1;-1;
是正品&hellip;&hellip;是新机&hellip;&hellip;好东西,NULL;NULL;,正品;好东西;,1;1;
物流太慢了！都干什么了！,,,
不错，看起来高大上，就是太省水了，过4次水还是怕洗不干净[追评],NULL;看起来;洗;,不错;高大上;不干净;,1;1;-1;
一直都用OPPO好用没话说！,NULL;NULL;,好用;没话说;,1;1;
有些贵，后来才发现这种线别人才卖九块九！,NULL;,贵;,-1;
一点不好用。,NULL;,不好用;,-1;
临时选的，临时买的，先将就着用吧,NULL;,将就;,-1;
装机师傅态度恶劣，不专业,NULL;,不专业;,-1;
风太小，不过这个价也便宜，就这样的货咯，,价;,便宜;,1;
电池续航: 续航不错 显示效果: 很不错 拍照效果: 拍照很好 运行速度: 还可以 总结: 很满意，在同步买了几次手机了，买华为还是认准同步电讯，便宜又快。[追评],续航;NULL;拍照;NULL;NULL;NULL;NULL;,不错;不错;很好;还可以;满意;便宜;快;,1;1;1;1;1;1;1;
一般。。。。,NULL;,一般;,0;
很满意，用了几次才来评价的，质量和实体店一样，比店里优惠，物有所值，使用方便,NULL;NULL;NULL;,满意;物有所值;使用方便;,1;1;1;
挺好的，老人家比较喜欢,NULL;NULL;,挺好;喜欢;,1;1;
挺好的，抢到了，第二天就到的，京东好快呀，而且价格便宜，棒棒棒。手机很好用！喜欢！,NULL;京东;NULL;NULL;NULL;手机;NULL;,挺好;好;快;棒棒;棒;很好;喜欢;,1;1;1;1;1;1;1;
排水时会有很响的【咔】声，每次都吓一跳,NULL;,很响;,-1;
酒柜质量还可以，看起来还是不错的，价廉物美。安装是硬伤啊，真的伤不起,质量;看起来;NULL;,还可以;不错;价廉物美;,1;1;1;
妈的，气死了，好垃圾的WiFi,NULL;NULL;,好;垃圾;,1;-1;
累死了，安装很容易呀，就是太大，得小心一点。物超所值，比618时候划算。看来当时没钱买是对的！,安装;NULL;NULL;,容易;物超所值;划算;,1;1;1;
给妹妹买的，目前反馈信息还可以,信息;,还可以;,1;
给婆婆买的，很不错，婆婆很高兴。,NULL;,不错;,1;
物美价廉,NULL;,物美价廉;,1;
还行吧 水袋有点味道 ,NULL;,还行;,1;
壶很大，适合药量多的，质量也不错，给个赞!,壶;NULL;质量;NULL;,很大;适合;不错;赞;,1;1;1;1;
裤子很好。 穿着很舒服。,裤子;穿着;,很好;舒服;,1;1;
东西一般吧 没有想象的那么好,东西;NULL;,一般;好;,0;1;
我在网站搜索欧莱雅无氨染发，结果网站给出这个产品，也怪我没有太仔细看，结果根本不是无氨，味道刺鼻的要死，不怨产品差，怨网站黑，忽悠人啊,NULL;味道;产品;NULL;,仔细;刺鼻;差;忽悠;,1;-1;-1;-1;
便宜好用值,NULL;NULL;,便宜;好用;,1;1;
别的不知道，快递速度不敢恭维,快递速度;,不敢恭维;,-1;
小孩用一下不小心把哑岭包胶碰坏，里面露出了硬纸，质量太差了，为什么不用土工布呢。便宜无好货。,质量;NULL;NULL;,太差;便宜;无好;,-1;1;-1;
快递不行其他还行！，，，,快递;NULL;,不行;还行;,-1;1;
塞不进耳朵 很影响效果 让音效跟便宜的耳机一样 就是比较方便,NULL;NULL;,便宜;方便;,1;1;
感觉可以，就是有点大,感觉;,可以;,1;
:价格实惠，值得购买,价格;NULL;,实惠;值得;,1;1;
?，到手就降了一百。 从Mate7用到9，打算2年内换机还行吧，支持国货！[追评],NULL;,还行;,1;
"宝贝收到了很薄很时尚！不管是外观制作和使用质量都非常好，外观看起来很漂亮，也挺有分量的，同事说比以前在别家店买的好用多了，外观很漂亮，不会很重，方便携带，价格也很实惠，质量款式材质都还不错，容量足，真的很给力，店家服务态度也好,给店家5星好评哦，祝福老板生意红红火火！",NULL;NULL;质量;NULL;NULL;外观;NULL;价格;材质;容量;NULL;态度;NULL;生意;,很薄;时尚;好;有分量;好用;不会很重;方便携带;实惠;不错;足;给力;也好;好评;红红火火;,-1;1;1;1;1;1;1;1;1;1;1;1;1;1;
特意用过一段时间才来的，感觉还不错，味道是我喜欢的。不过就是寄来的时候，包装坏了，本来准备送朋友的，最后就自己用了,感觉;NULL;包装;,不错;喜欢;坏;,1;1;-1;
亚马逊出售的沙宣修护水养洗发露750ml 、 沙宣修护水养润发乳750ml 决对是假货，之前买过2瓶，那时候不知道是假的，一直在用，之后就开始头皮痒，甚至一晚上都痒的难以入睡。那时候没有察觉是洗发水的问题，几乎都洗掉大半瓶了，后来换了超市里买的其他品牌的回来洗，一直到现在都没有任何问题，请大家一定要注意了，严厉打击假冒伪劣商品！ 请大家不要再购买亚马逊网站上的洗护用品了，做为消费者的我亲身体验之后的真实评价！,NULL;NULL;头皮;NULL;NULL;NULL;,假货;假;痒;痒;假冒伪劣;真实;,-1;-1;-1;-1;-1;1;
很满意，价格合理，安装师傅很用心！,NULL;安装师傅;,满意;用心;,1;1;
还好吧！发过来太慢了,NULL;,还好;,1;
风的噪声很大，开了别想睡了，除非你真的很困。不明白有些人为什么说噪声小的。风力还不错。,噪声;NULL;,很大;不错;,1;1;
气动的，力量太小，按摩效果很一般。,按摩效果;,一般;,0;
价格实惠，省电，不过动力有点弱，感觉洗的时候不带劲。,价格;NULL;NULL;感觉;,实惠;省电;弱;不带劲;,1;1;-1;-1;
查询过了应该是正品比药店实惠多了,NULL;NULL;,正品;实惠;,1;1;
不错，空间挺大，中间的软冻很好,NULL;空间;NULL;,不错;挺大;很好;,1;1;1;
给朋友买的，今年第三部魅族手机了，相信魅族手机质量，相信京东自营，尤其是京东快递服务送货速度快。,送货速度;,快;,1;
差的都不想说了,NULL;,差;,-1;
好用好用好用好用好用！,NULL;NULL;NULL;NULL;NULL;,好用;好用;好用;好用;好用;,1;1;1;1;1;
电池续航: 续航还可以，一天一次 拍照效果: 拍照清晰 运行速度: 运行很快 显示效果: 屏幕显示效果清晰，画面细腻，像素很高！ 总结: 总体比较满意，给全五分[追评],续航;拍照;运行;效果;画面;像素;,还可以;清晰;很快;清晰;细腻;很高;,1;1;1;1;1;1;
不错的东西,NULL;,不错;,1;
衣服跟图片比起来差了很多,NULL;NULL;,差;很多;,-1;1;
一直用，质量一直好，喜迎！,质量;,好;,1;
给媳妇买来出去玩用的 挺好 也不贵,NULL;NULL;,挺好;不贵;,1;1;
也不知道好还是不好  没发现什么异常 希望能对孩子好 ,NULL;NULL;NULL;NULL;,好;不好;异常;好;,1;-1;-1;1;
洗衣机不错。非常好用，价格便宜<br/>,洗衣机;NULL;,不错;好用;,1;1;
电视蛮不错的，视频的清晰度还好，感觉还不错吧，接下来看看如何，物流也还好，快递员态度就差一点点了,电视;清晰度;感觉;物流;态度;,不错;还好;不错;还好;差;,1;1;1;1;-1;
?机型挺好看的?,,,
物流太慢了，书倒是挺好的！讲的多，范画少,NULL;,挺好;,1;
确实如前辈说的，超过3档声音较大，不是静音的，199时买的，还是挺划算的，之前买过美的的，对比之下还是艾美特好,NULL;NULL;,不是静音;划算;,-1;1;
冷冻效果很好，声音也特别小，长时间不用基本上没声了,冷冻效果;,很好;,1;
用了几天才来评价，先说说我的吐槽，安装师傅因为原因就不一一说了！我只能说感谢后面那位帮我安装空调的师傅，你辛苦了！,NULL;,辛苦;,1;
南极人的质量真心不咋滴！,质量;,不咋滴;,-1;
试用了两三天来评价，手机很好，声音清脆，反应也快。买这手机主要看它三防，正是我这种粗心大意的人所需要的。,手机;声音;反应;NULL;,很好;清脆;快;粗心大意;,1;1;1;-1;
很满意的一次购物，安装师傅和送货师傅都比较和善，客气，有什么不懂的问题都一一细心的解说，还留了电话号码说有不懂得随时电话咨询，满意，满意,NULL;送货师傅;NULL;NULL;NULL;NULL;,满意;和善;客气;细心;满意;满意;,1;1;1;1;1;1;
东西好用，看得见，解决了我平常煮鸡蛋的麻烦。,东西;NULL;,好用;麻烦;,1;-1;
真的有瑕疵，购买要慎重！做工差,NULL;NULL;做工;,瑕疵;慎重;差;,-1;-1;-1;
现在货到了  一查是今年的货  目测不错就是老是发热  不知道什么原因,NULL;,不错;,1;
这款贴膜买了几次了，第一次出现这种有破碎的。可能是习惯性的相信，我都把配件用了手机清理好了，最后拿出来了一块裂痕的膜。,NULL;清理;NULL;,破碎;好;裂痕;,-1;1;-1;
很满意，手机正版，物流也很快一天就到了[追评]觉得用了一天，非常喜欢，大爱华为,NULL;手机;物流;NULL;NULL;,满意;正版;很快;喜欢;大爱;,1;1;1;1;1;
啥玩意儿，欺骗我们，必须差评,NULL;NULL;,欺骗;差评;,-1;-1;
不错，买给爸爸用，反映不错，国民最佳选择，一家人用惯小米,NULL;反映;,不错;不错;,1;1;
味道太假不补水香精多 瓶子上没有成分表,味道;,太假;,-1;
比商场便宜，包装很好。但产品本身没有太明显的效果，一般。,商场;包装;NULL;NULL;,便宜;很好;明显;一般;,1;1;0;0;
这个差评是针对快递！～明明是23点前下单第二天到，可是第二天快递到了我所在的城市，订单跟踪中显示了一天正在分配配送员，害我白白在家等一天（选择的货到付款）！～第三天送到快递员态度也不是很好！～&hellip;&hellip;,NULL;态度;,差评;不是很好;,-1;-1;
看了品论就用手试了一下，粘粘的，不起泡，手都不敢用就不用说脸了，一看就是假的，也不想退了，丢了吧！绝不再买,NULL;NULL;手;NULL;,粘粘的;不起泡;不用说;假;,-1;1;1;-1;
因为各种比对，认定此商品是假货，不过送的梳子还不错,NULL;梳子;,假货;不错;,-1;1;
感觉用完后头发并没有什么两样？反而容易起静电了,NULL;,容易;,1;
手机发烫，电池一天一充，现在打电话对方听不清，无语！什么垃圾货！,NULL;NULL;,无语;垃圾;,-1;-1;
很差劲，稍稍用了一下就坏了~,NULL;,坏;,-1;
挺好的，买的很划算，用的舒服,NULL;NULL;NULL;,挺好;划算;舒服;,1;1;1;
可爱时尚萌，蒸蛋很快熟，两分钟就好,NULL;NULL;蒸蛋;NULL;,可爱;时尚;很快;好;,1;1;1;1;
虫草色泽很好，个头也不小，找了个卖过虫草的朋友给辨认下，他说买的挺值，,色泽;,很好;,1;
试用了几天 开机速度很快，效果不错,开机速度;效果;,很快;不错;,1;1;
试用了几天，不错，总的来说性价比挺高的[追评]还不错，有些不明白的地方，售后人员都给予了充分的解答,NULL;性价比;NULL;NULL;,不错;挺高;不错;充分;,1;1;1;1;
当然没有宣传图片好了，成色一般，泡发倒比较大，但有的小毛很多，需要细心挑半小时也没挑干净，做好后味道凑合。,图片;成色;NULL;NULL;味道;,好;一般;很多;细心;凑合;,1;0;1;1;0;
